,budget,gross,runtime,score,votes,Year_Released
4098,13000000,97837138,81,7,255000,2003
4099,30000000,130549455,101,7.1,176000,2002
4100,30000000,33013805,113,7,85000,2003
4101,10000000,16994625,81,6.2,44000,2002
4102,31000000,177395557,120,7.9,176000,2004
4103,60000000,67336470,116,6.4,75000,2002
4104,30000000,45867333,99,5.4,53000,2002
4105,35000000,45479110,101,5.3,53000,2002
4106,35000000,16838910,114,6.2,34000,2002
4107,25000000,108846072,110,7.5,127000,2003
4108,17000000,95146283,96,5.6,72000,2002
4109,12000000,52223306,96,6.8,117000,2002
4110,1500000,30553394,93,5.6,75000,2003
4111,35589876,234255,115,6.1,4700,2002
4112,13000000,31167388,88,5.9,34000,2002
4113,18000000,43325009,82,6.2,48000,2002
4114,50000000,171269535,96,5.8,138000,2002
4115,35589876,5427830,185,7.6,40000,2002
4116,36000000,102244770,116,7.1,127000,2002
4117,12000000,61141030,93,3.6,39000,2002
4118,5000000,23932055,135,7.6,172000,2003
4119,6428966,8836958,101,8,120000,2002
4120,47000000,30002758,99,6.2,80000,2002
4121,30000000,62274780,99,5.3,20000,2002
4122,4000000,11832822,110,6.6,50000,2002
4123,70000000,51386477,97,5.4,50000,2002
4124,32000000,55305279,119,6.4,77000,2002
4125,12500000,23367586,120,7.3,34000,2003
4126,8000000,16860964,93,6.4,44000,2002
4127,2000000,685608,101,6.8,37000,2003
4128,4000000,2046061,129,7.6,65000,2002
4129,38000000,51806184,115,5.8,41000,2002
4130,42000000,63781810,115,6.4,40000,2002
4131,60000000,199043471,101,6.1,111000,2002
4132,50000000,8382938,109,6.3,39000,2002
4133,35000000,29882645,132,6.5,33000,2002
4134,250000,3809226,101,7,9400,2003
4135,15000000,52970014,88,5.5,36000,2002
4136,30000000,105834556,125,7.1,124000,2003
4137,16000000,43411001,80,3.3,23000,2002
4138,20000000,57588485,118,5.9,34000,2002
4139,13000000,37664855,94,4,39000,2002
4140,115000000,77628265,134,6.1,67000,2002
4141,10000000,33526835,85,5.8,26000,2002
4142,55000000,6632383,96,5.3,25000,2002
4143,25000000,41604473,86,5.9,34000,2002
4144,38000000,119723358,100,5.2,62000,2002
4145,15000000,19344615,90,6.6,22000,2002
4146,22000000,80693537,127,6.9,33000,2002
4147,50000000,56714147,115,6.2,54000,2002
4148,70000000,32287044,125,6.3,51000,2002
4149,35589876,128027976,107,6.7,50000,2005
4150,10000000,1036520,89,3.6,16000,2002
4151,500000,264349,93,6.6,34000,2003
4152,60000000,52323400,104,6.1,37000,2002
4153,15600000,13802599,91,4.6,6400,2002
4154,27000000,73839240,116,6.1,19000,2002
4155,10000000,13904766,97,7.3,41000,2003
4156,35589876,3116526,97,7.1,11000,2002
4157,60000000,104391623,98,5.4,81000,2002
4158,10000000,34411240,85,5.1,19000,2002
4159,35589876,64790996,112,7.9,106000,2003
4160,35589876,1007747,109,7.8,43000,2002
4161,29000000,20146150,99,5.3,17000,2002
4162,100000000,65716126,138,6.7,61000,2002
4163,120000000,169956806,77,5.5,51000,2002
4164,9000000,6919198,98,6.9,32000,2002
4165,35589876,2801397,117,7.3,34000,2002
4166,70000000,25852764,98,3.1,26000,2002
4167,45000000,94935764,98,6.5,68000,2002
4168,16000000,21672284,109,7.1,30000,2002
4169,40000000,2622015,105,6.2,21000,2002
4170,40000000,8493890,85,6.5,20000,2002
4171,13500000,29027914,107,7.4,45000,2003
4172,1000000,1239183,92,7,47000,2003
4173,10000000,19576023,117,6.1,59000,2002
4174,7000000,2704951,105,6.6,13000,2002
4175,50000000,31794718,110,6.4,43000,2002
4176,85000000,78382433,108,5.5,73000,2002
4177,20000000,14946150,94,6.2,30000,2002
4178,18000000,1073198,103,7.1,30000,2002
4179,3500000,3657876,92,6.7,42000,2003
4180,12000000,77063924,102,6.3,30000,2002
4181,3500000,41062976,101,7.5,40000,2003
4182,6000000,16217411,94,7.4,28000,2003
4183,30000000,13414416,106,6.2,23000,2002
4184,6500000,12633747,105,7.1,39000,2003
4185,35589876,25382911,105,7.7,41000,2004
4186,15000000,12150301,118,6.6,21000,2003
4187,250000,144008,101,5.6,9700,2019
4188,20000000,15020293,94,4.9,31000,2003
4189,35589876,21107578,114,7.7,26000,2003
4190,10000000,3651462,132,7.1,12000,2003
4191,70000000,66200782,116,5.6,45000,2002
4192,35589876,42426583,111,7.1,30000,2002
4193,10000000,5808941,98,6.8,36000,2002
4194,33000000,115035090,99,5.2,26000,2002
4195,30000000,27674124,101,7.1,27000,2003
4196,65000000,172855065,104,5.7,52000,2002
4197,35589876,4412203,103,6.4,16000,2003
4198,14000000,6413915,86,5.4,14000,2002
4199,12000000,12517488,93,5.5,14000,2002
4200,35000000,18012097,88,4.2,5200,2002
4201,15000000,26306533,95,5.9,13000,2002
4202,25000000,12302219,99,4.9,9400,2002
4203,3500000,254683,103,6.1,18000,2002
4204,35589876,33272835,122,7.3,40000,2003
4205,26000000,38793283,94,5.2,14000,2002
4206,35589876,308552,113,6.1,8600,2004
4207,20000000,115121981,72,5.8,19000,2002
4208,35589876,8690168,99,7.4,20000,2003
4209,4000000,563711,99,6.9,9700,2003
4210,40000000,18902015,101,3.4,20000,2002
4211,35589876,772336,97,6.8,9500,2002
4212,12000000,1440653,97,5.4,7100,2014
4213,10600000,33988736,88,5.4,19000,2004
4214,60000000,55003135,96,5.9,83000,2002
4215,10000000,38068353,98,5.6,15000,2002
4216,35589876,462976,129,5.9,5100,2002
4217,25000000,60694737,85,5.6,14000,2002
4218,100000000,7103973,95,3.8,25000,2002
4219,35589876,1758689,107,7.6,24000,2002
4220,34000000,23833131,76,5.3,22000,2002
4221,2000000,3438804,101,4.7,9500,2002
4222,21000000,10011050,117,6.6,14000,2002
4223,13000000,19233280,98,4.6,15000,2002
4224,40000000,16872671,103,5.8,24000,2002
4225,85000000,77885672,95,5.5,61000,2002
4226,35589876,1692272,113,7.5,9800,2002
4227,1200000,68716,99,5.8,7300,2002
4228,35589876,411830,92,5.6,2800,2002
4229,70000000,20154899,91,3.7,19000,2002
4230,8000000,28316451,109,6.5,8700,2002
4231,10000000,6282446,96,5.6,7100,2002
4232,35589876,44310395,108,4.4,7900,2002
4233,12500000,16318449,109,6.9,17000,2002
4234,9000000,2845696,128,7.5,10000,2002
4235,35589876,3633509,106,7.4,13000,2002
4236,3000000,7777790,90,6.9,7200,2002
4237,12000000,33082548,90,5.4,6400,2002
4238,25000000,14815898,102,6.3,13000,2002
4239,40000000,29676703,108,6.1,24000,2002
4240,11000000,4247089,97,7,24000,2002
4241,35589876,104130,91,5.9,3100,2003
4242,35589876,132221,110,5.6,4000,2003
4243,30000000,180906076,111,8.1,1000000,2003
4244,140000000,654264015,143,8,1000000,2003
4245,94000000,1146030912,201,8.9,1700000,2003
4246,24000000,87135520,88,7.1,219000,2003
4247,25000000,156595191,138,7.9,430000,2003
4248,40000000,245203167,135,7.6,444000,2003
4249,38000000,38955598,130,7.5,114000,2003
4250,76000000,236350661,107,5.9,259000,2003
4251,22000000,95708457,121,7,258000,2003
4252,3000000,15189934,120,8.4,532000,2003
4253,4000000,118686937,102,7.7,426000,2003
4254,80000000,68514844,91,5.7,35000,2003
4255,70000000,123218424,125,8,422000,2004
4256,150000000,741847937,138,7.2,529000,2003
4257,15000000,24152155,115,7.2,114000,2004
4258,2800000,1162593,132,8.1,152000,2003
4259,94000000,940352645,100,8.1,972000,2003
4260,137000000,245285165,138,5.6,255000,2003
4261,35000000,131095990,109,7.1,283000,2003
4262,2000000,10128960,100,6.8,81000,2003
4263,12600000,28650575,84,6.1,113000,2003
4264,60000000,176070171,111,7,350000,2003
4265,200000000,433371112,109,6.3,383000,2003
4266,100000000,121975011,113,6.8,68000,2003
4267,8000000,58469210,109,7.3,140000,2004
4268,150000000,427344325,129,6.7,459000,2003
4269,78000000,179179718,103,5.3,209000,2003
4270,150000000,211622535,138,7.4,208000,2003
4271,60000000,38364277,137,6.5,34000,2003
4272,6000000,4988181,99,3.7,84000,2003
4273,9500000,107363905,98,6.2,133000,2003
4274,80000000,207725639,117,6,141000,2003
4275,140000000,454627263,154,7.7,409000,2003
4276,20000000,71406573,117,7,81000,2003
4277,80000000,43935763,116,5.7,61000,2003
4278,110000000,407711549,134,7.4,521000,2003
4279,85000000,80981914,104,6.7,103000,2003
4280,7000000,16829545,89,6.1,80000,2003
4281,28000000,90259536,90,7.3,233000,2003
4282,29000000,98769390,102,6.4,156000,2003
4283,35589876,22441497,102,6.7,43000,2003
4284,79000000,173013509,154,7.2,142000,2003
4285,40000000,190538630,98,5.9,96000,2003
4286,12000000,23726793,119,5.3,22000,2003
4287,30000000,48260279,109,7.5,54000,2003
4288,48000000,220673217,84,5.5,140000,2003
4289,50000000,177502387,116,6.4,218000,2003
4290,78000000,179265204,110,5.8,171000,2003
4291,25000000,50732139,105,5.8,61000,2003
4292,130000000,273339556,147,6.6,237000,2003
4293,22000000,68296293,139,7.4,68000,2003
4294,65000000,141337989,117,6.5,79000,2003
4295,30000000,116632628,97,5.7,113000,2003
4296,81000000,484592874,101,6.7,380000,2003
4297,10000000,16689283,178,8,141000,2004
4298,33000000,223853736,97,7,235000,2003
4299,20000000,160846332,97,6.2,129000,2003
4300,120000000,259175788,106,4.9,123000,2003
4301,45000000,124914842,95,4.8,63000,2003
4302,17000000,23769505,98,5.6,14000,2003
4303,75000000,195745823,106,6.2,207000,2003
4304,500000,54683487,79,5.7,52000,2004
4305,80000000,265328738,128,6.7,115000,2003
4306,12000000,33030115,100,6.9,74000,2004
4307,109000000,133960541,82,4,59000,2003
4308,128000000,250397798,85,6.8,101000,2003
4309,10000000,402599,93,5,14000,2003
4310,75000000,86468162,121,6.6,115000,2003
4311,26000000,90941129,90,6.2,156000,2003
4312,20000000,60427839,124,7.6,228000,2004
4313,60000000,120801243,100,6.2,93000,2003
4314,40000000,160466000,87,6.2,152000,2003
4315,55000000,46061847,94,6.1,45000,2003
4316,62000000,65565672,116,7.3,126000,2003
4317,18000000,58878723,113,6.8,49000,2003
4318,87000000,148336445,140,7.3,68000,2003
4319,55000000,232722935,96,6.3,198000,2003
4320,18000000,101564935,95,5.5,69000,2003
4321,35589876,6291958,91,6.8,69000,2005
4322,95000000,160099222,117,5.6,132000,2003
4323,3000000,10012022,81,7.2,88000,2003
4324,11000000,47488536,86,5,31000,2003
4325,38000000,197101678,84,4.3,57000,2003
4326,54000000,7266209,121,2.5,46000,2003
4327,50000000,55495563,105,6.5,58000,2003
4328,60000000,73498611,135,5.5,95000,2003
4329,19000000,39267515,85,3.4,38000,2003
4330,60000000,80154140,127,7.1,94000,2003
4331,17000000,63102666,104,5.6,60000,2003
4332,50000000,88323487,114,6.2,102000,2003
4333,68000000,81240406,134,5.5,90000,2003
4334,35589876,8945072,103,8,79000,2004
4335,60000000,164433867,92,5.6,65000,2003
4336,60000000,117248958,119,6.3,105000,2003
4337,40000000,19322135,89,5.9,56000,2003
4338,18000000,62228395,94,5.4,44000,2003
4339,5000000,2466444,104,6.6,22000,2003
4340,90000000,182290266,88,5.1,44000,2003
4341,60000000,80773077,86,6.7,51000,2003
4342,12000000,13818181,90,2.1,36000,2003
4343,56000000,12923936,219,6.3,16000,2003
4344,16500000,16763804,126,7.5,66000,2004
4345,36000000,44350926,109,6.1,46000,2003
4346,500000,8701337,89,7.6,68000,2003
4347,35589876,79316957,121,7.7,140000,2004
4348,50000000,42792561,98,6.5,61000,2003
4349,30000000,22954068,106,6.3,30000,2003
4350,6000000,5141166,105,6,12000,2003
4351,40000000,141591324,98,5.8,108000,2003
4352,28000000,58795814,102,5.1,34000,2003
4353,35589876,20235426,105,7.2,72000,2005
4354,23000000,76490720,92,7,137000,2003
4355,6000000,2944752,94,7.1,34000,2003
4356,17000000,55534455,94,5.5,37000,2003
4357,3200000,10464788,101,6.9,33000,2004
4358,25000000,56489558,101,5.8,42000,2003
4359,20000000,44617342,92,6.2,36000,2003
4360,35589876,18750246,91,7.2,27000,2003
4361,35589876,29119434,118,5,22000,2003
4362,10000000,93400759,108,6.9,24000,2004
4363,35589876,13200241,186,7.9,65000,2003
4364,30000000,19526014,87,5.3,26000,2003
4365,15000000,34622504,86,5.2,19000,2003
4366,60000000,88929111,89,4.4,30000,2003
4367,35589876,8482993,110,8,44000,2003
4368,35000000,53293628,109,6.9,39000,2003
4369,46000000,101191884,115,6.6,131000,2003
4370,35589876,7929307,95,7.1,61000,2004
4371,6400000,2561820,98,6.4,13000,2003
4372,75000000,51142659,116,5.3,36000,2003
4373,35589876,528245,113,7.8,36000,2003
4374,35589876,50097949,88,5.6,49000,2003
4375,9500000,14776760,80,7.8,51000,2004
4376,35589876,5762801,124,6.9,2200,2003
4377,35589876,167999,119,5.2,4400,2003
4378,55000000,65784503,118,5.7,52000,2003
4379,35589876,6585516,110,6.5,26000,2004
4380,35589876,453133,92,7.8,33000,2003
4381,35589876,436365,96,4.6,7700,2004
4382,35589876,34196922,116,7.5,48000,2003
4383,35589876,2905499,102,6.6,5400,2003
4384,35589876,8604201,93,7.6,68000,2004
4385,52000000,37713879,104,5.5,48000,2003
4386,35000000,39468111,101,6.3,40000,2003
4387,24000000,23510621,110,4.7,13000,2003
4388,35589876,3783,100,7.3,21000,2003
4389,41000000,34268701,88,5.3,40000,2003
4390,35589876,7986084,101,7.4,48000,2003
4391,4000000,826617,96,6.7,11000,2003
4392,5000000,782606,98,6.3,15000,2003
4393,33000000,164729679,105,5.6,35000,2003
4394,20000000,8564586,100,6.1,18000,2003
4395,35589876,21964072,100,5.2,8200,2003
4396,35589876,2799773,366,8.5,21000,2003
4397,40000000,26891849,98,5.7,16000,2003
4398,15000000,23014206,97,6.7,34000,2003
4399,850000,865028,107,7,17000,2004
4400,35000000,11705002,127,6.5,26000,2003
4401,35589876,8211508,109,5.6,4700,2003
4402,35589876,12661189,80,4.8,4000,2003
4403,30000000,33972062,123,5.6,6900,2003
4404,18000000,13585075,108,6.3,30000,2003
4405,8000000,6586341,113,6.9,7200,2003
4406,35589876,2707738,114,6.2,5700,2003
4407,20000000,186303759,72,5.4,15000,2003
4408,14000000,18191005,86,4.7,29000,2003
4409,20000000,17432163,101,5.6,17000,2003
4410,5000000,5175215,105,6.8,15000,2004
4411,2500000,579986,108,6.8,10000,2003
4412,12000000,4928883,81,2.1,25000,2003
4413,10000000,1271244,104,7.1,13000,2003
4414,35200000,38620484,95,5.5,18000,2003
4415,8000000,435625,109,5.5,8200,2003
4416,300000,3282321,80,7,20000,2003
4417,7500000,886018,93,6.2,20000,2004
4418,35589876,499149,114,6.6,10000,2003
4419,35589876,83439,90,4.7,5900,2006
4420,35589876,5254422,100,6.3,4500,2004
4421,38000000,11560806,102,5.2,17000,2003
4422,35589876,58202,129,7,11000,2004
4423,17000000,9439660,98,6.9,20000,2003
4424,10000000,459098,101,6.3,12000,2004
4425,2500000,3039587,112,6.8,4000,2004
4426,35589876,2917393,100,6.3,10000,2003
4427,25000000,55250496,80,5.6,7900,2003
4428,35589876,12991996,117,4.9,11000,2003
4429,30000000,29632684,123,6.6,15000,2003
4430,35589876,377271,104,5.1,2500,2003
4431,780000,1310470,90,6.7,20000,2005
4432,35589876,10781635,145,7.6,19000,2003
4433,1300000,65497208,84,5.8,41000,2003
4434,35589876,9781854,106,7.5,24000,2003
4435,15000000,6415017,112,6.3,6300,2004
4436,35589876,34883010,99,7.6,29000,2004
4437,18000000,45490616,87,5.1,4100,2003
4438,35589876,343847,108,7,23000,2005
4439,16000000,14390329,101,5.6,9300,2003
4440,35589876,478996,106,5.4,8100,2003
4441,35589876,546106,112,5.4,4500,2003
4442,35589876,1277800,111,7.6,25000,2003
4443,25000000,30381722,109,6.7,208000,2004
4444,25000000,22605153,92,6.6,200000,2004
4445,20000000,168423227,92,6.7,235000,2004
4446,37000000,113100873,109,5.6,135000,2004
4447,17000000,130126277,97,7,347000,2004
4448,130000000,797361618,142,7.9,570000,2004
4449,175000000,497409852,163,7.2,500000,2004
4450,20000000,74036715,108,8.3,935000,2004
4451,30000000,154118820,137,8,702000,2004
4452,29000000,117815157,123,7.8,534000,2004
4453,60000000,219100084,128,7.4,421000,2004
4454,160000000,300157638,131,6.1,251000,2004
4455,92000000,631607053,115,8,673000,2004
4456,1200000,103911669,103,7.6,391000,2004
4457,65000000,220239925,120,7.5,373000,2004
4458,110000000,213719942,170,7.5,342000,2004
4459,200000000,788976453,127,7.3,559000,2004
4460,33000000,54700105,124,6.4,152000,2004
4461,120000000,353133898,115,7.1,509000,2004
4462,24000000,236214446,119,8.2,350000,2005
4463,80000000,55470154,131,6.4,81000,2004
4464,30000000,216763646,132,8.1,650000,2005
4465,35589876,30097092,99,7.9,525000,2004
4466,60000000,256697520,108,6.5,247000,2004
4467,35589876,2766976,86,6.7,20000,2005
4468,13000000,96822421,113,7.6,460000,2004
4469,125000000,552639571,124,6.4,424000,2004
4470,35589876,11850214,105,7.3,171000,2005
4471,400000,46138887,96,6.9,204000,2004
4472,75000000,198520934,99,6.8,335000,2004
4473,70000000,130834852,146,7.7,336000,2004
4474,35589876,92181574,156,8.2,338000,2005
4475,37000000,96455697,98,6.2,174000,2004
4476,150000000,928760770,93,7.2,431000,2004
4477,6500000,98410061,112,7.7,424000,2005
4478,75000000,290835269,108,7.7,443000,2004
4479,26000000,102278712,101,7.3,243000,2004
4480,30000000,612054506,127,7.2,221000,2004
4481,45000000,129342769,94,6.2,190000,2004
4482,66000000,99378985,122,6.8,312000,2004
4483,26000000,90709367,94,7.2,337000,2004
4484,46000000,57223890,86,6.3,72000,2004
4485,50000000,34809623,119,7.3,185000,2004
4486,140000000,211468235,108,6.8,199000,2004
4487,5000000,8203235,101,7.7,366000,2004
4488,70000000,154649125,143,7.2,118000,2004
4489,27000000,115505027,104,7.2,207000,2004
4490,100000000,347512318,131,6.9,311000,2004
4491,155000000,167298192,175,5.6,165000,2004
4492,105000000,115900534,119,6.7,218000,2004
4493,35589876,1590308,71,4.8,22000,2005
4494,80000000,96105910,129,6.6,107000,2004
4495,120000000,203567857,126,6.3,162000,2004
4496,110000000,362744280,125,6.5,367000,2004
4497,9000000,23936908,88,7,185000,2004
4498,65000000,131977904,113,5.8,169000,2004
4499,60000000,177427090,101,5.6,188000,2004
4500,80000000,522657936,115,6.3,257000,2004
4501,16000000,109706931,127,7.5,183000,2004
4502,30000000,61950770,118,7.2,60000,2004
4503,60000000,170268750,101,6.1,141000,2004
4504,75000000,374583879,90,6,171000,2004
4505,2700000,15936507,80,8.1,244000,2004
4506,31000000,27388767,96,6.3,64000,2004
4507,7000,545436,77,6.9,101000,2005
4508,19000000,70067909,95,5.9,83000,2004
4509,42000000,178311729,90,6,129000,2004
4510,35589876,1482316,106,6.7,7600,2004
4511,30000000,141067127,87,7.1,82000,2004
4512,80000000,181216833,93,5.1,52000,2004
4513,35000000,76665191,104,6.2,101000,2004
4514,17500000,33882243,121,8.1,340000,2005
4515,45000000,65470529,103,6.2,84000,2004
4516,20000000,104882445,99,7.7,130000,2005
4517,40000000,10898337,93,5.7,24000,2004
4518,2500000,35825316,102,7.4,209000,2004
4519,40000000,134734481,113,5.8,76000,2004
4520,50000000,40954603,97,5.3,21000,2004
4521,100000000,82102379,104,3.4,113000,2004
4522,12000000,24829644,87,4.8,40000,2004
4523,12000000,20205757,129,7.4,53000,2004
4524,40000000,46546197,84,4.1,27000,2004
4525,40000000,123971376,152,7.7,141000,2004
4526,23000000,12313323,111,6.1,37000,2004
4527,40000000,92913171,96,6.5,186000,2004
4528,7000000,24716440,122,6.2,20000,2005
4529,25000000,116650613,106,7.7,201000,2004
4530,32000000,50826898,98,7.2,162000,2004
4531,10000000,10143022,89,5.4,16000,2004
4532,10000000,187281115,91,5.9,140000,2004
4533,110000000,72178895,120,5.9,87000,2004
4534,31000000,41682237,98,6.3,61000,2004
4535,50000000,71992655,93,3.7,35000,2005
4536,165000000,314215454,100,6.6,185000,2004
4537,19000000,73029190,95,5.9,45000,2004
4538,28000000,64445708,135,7.5,50000,2004
4539,27000000,21148829,106,6.4,59000,2005
4540,35589876,1532932,105,7.6,67000,2005
4541,22000000,37666766,111,5.9,38000,2004
4542,25000000,71255003,97,4.5,41000,2004
4543,30000000,21741598,114,7,53000,2004
4544,25000000,57678321,94,6.5,95000,2004
4545,11000000,17050017,118,7.1,48000,2005
4546,20000000,70992898,97,4.7,30000,2004
4547,35589876,217499,97,6.4,6500,2005
4548,15000000,33251890,89,4.7,28000,2004
4549,50000000,49718611,119,6,36000,2004
4550,26000000,48551322,93,4.3,12000,2004
4551,70000000,57947036,106,6,83000,2004
4552,35589876,3222439,95,6.2,32000,2004
4553,90000000,103370127,93,5.3,62000,2004
4554,50000000,170128460,106,6.1,45000,2004
4555,35589876,92863945,119,7.5,109000,2005
4556,35589876,11169386,84,7.1,68000,2006
4557,35589876,203450,90,7.6,51000,2004
4558,60000000,62657868,97,6.3,45000,2004
4559,56600000,69424389,133,7.6,72000,2005
4560,42000000,117592831,91,5.8,65000,2004
4561,45000000,35021497,113,6.1,52000,2004
4562,5000000,10275509,92,6.7,45000,2004
4563,50000000,203172417,80,5,81000,2004
4564,26000000,61315215,109,6.4,54000,2005
4565,30000000,10592180,106,5.1,21000,2004
4566,35000000,35492921,102,6.2,64000,2004
4567,107000000,25819961,137,6,20000,2004
4568,35589876,2039526,119,7.1,25000,2005
4569,15000000,14867514,103,5.9,27000,2004
4570,100000000,108040622,136,6.7,79000,2004
4571,40000000,265126918,108,6,109000,2004
4572,500000,802948,90,7.2,31000,2004
4573,25000000,27685016,86,6,27000,2004
4574,3500000,97446,91,5.3,15000,2005
4575,35589876,57663711,126,7.8,98000,2004
4576,8600000,7565807,104,5.7,29000,2004
4577,35589876,1553020,104,6,6400,2004
4578,5000000,40423279,106,7.4,57000,2005
4579,16000000,14821824,86,4.5,22000,2004
4580,1000000,3403957,88,8,52000,2004
4581,57000000,28283637,95,4.3,13000,2004
4582,30000000,21289826,91,5,22000,2004
4583,20000000,23925492,100,6.2,35000,2004
4584,23000000,19463185,141,6.2,21000,2004
4585,80000000,78110021,114,5.1,34000,2004
4586,15000000,1914166,89,5.1,12000,2004
4587,35589876,1953889,189,8.2,86000,2004
4588,20000000,20094909,107,6.6,63000,2004
4589,35589876,43731621,126,8,79000,2005
4590,7500000,6715067,111,6.7,15000,2004
4591,40000000,26170671,98,5.5,55000,2004
4592,40000000,14494036,99,4.8,30000,2004
4593,60000000,35060882,103,6.2,51000,2004
4594,20000000,9448644,88,1.9,30000,2004
4595,35589876,2288093,141,8.1,26000,2004
4596,35589876,1610897,143,8.5,20000,2007
4597,12000000,31326183,97,4.5,7400,2004
4598,35589876,88385944,97,7.9,59000,2004
4599,35589876,4678405,87,7.2,33000,2005
4600,35589876,516930,125,7,19000,2004
4601,19250000,8112712,106,6.5,29000,2004
4602,110000000,145358062,76,5.4,21000,2004
4603,60000000,96593018,99,5.4,45000,2004
4604,22000000,21513434,95,5.6,27000,2004
4605,4200000,50336279,114,6.4,53000,2006
4606,30000000,21560182,131,7,36000,2005
4607,55000000,100572044,115,6.5,55000,2004
4608,35589876,10852064,114,6.3,35000,2006
4609,35589876,1510052,110,5.1,6600,2004
4610,8000000,50576805,95,3.9,26000,2004
4611,35589876,6878433,93,6.5,12000,2005
4612,23000000,8447615,118,6.7,15000,2004
4613,35589876,20421130,104,7,11000,2005
4614,6500000,89781,91,6.5,8700,2004
4615,35589876,3764219,110,7.4,15000,2005
4616,35589876,1236518,91,7.4,11000,2005
4617,50000000,6808550,88,4.9,18000,2004
4618,7000000,6887221,192,7.8,50000,2004
4619,35000000,22035509,107,5.3,18000,2004
4620,32000000,30031874,90,5.9,23000,2004
4621,35589876,156767,108,6.6,8600,2004
4622,35589876,3664858,132,6.6,15000,2004
4623,3000000,12594630,101,7.4,34000,2004
4624,11000000,13267869,125,7.6,24000,2005
4625,35589876,11782282,98,6.9,25000,2005
4626,2000000,1635056,90,7.3,20000,2005
4627,12000000,16951702,91,5.2,9800,2004
4628,35589876,5859242,186,7.9,22000,2004
4629,35589876,10836270,182,7,33000,2004
4630,12800000,76287982,140,8,38000,2004
4631,35589876,537871,89,6.9,4800,2005
4632,35589876,7444906,90,6.6,9100,2004
4633,8000000,1526951,138,5.3,7500,2004
4634,35589876,36613,103,7.8,8700,2005
4635,35589876,18328469,133,7.5,17000,2004
4636,35589876,809686,100,6.7,12000,2005
4637,35589876,7312209,129,6.7,19000,2004
4638,30000000,14615099,110,5.2,12000,2004
4639,35589876,9789651,100,7.5,37000,2004
4640,70000,3255426,74,5.4,822,2004
4641,35589876,2096892,98,7.2,14000,2004
4642,35589876,20129327,99,6.4,31000,2005
4643,150000000,896678241,157,7.7,566000,2005
4644,26000000,177378645,116,7.1,407000,2005
4645,85000000,162242962,145,7.3,141000,2005
4646,28000000,121616555,129,7.8,269000,2005
4647,150000000,373661946,140,8.2,1300000,2005
4648,35589876,57130027,99,7.2,207000,2006
4649,14000000,178062759,134,7.7,333000,2006
4650,40000000,158733820,124,8,745000,2005
4651,150000000,474968763,115,6.6,441000,2005
4652,54000000,132511035,132,8.1,1100000,2006
4653,180000000,745013115,143,6.9,375000,2005
4654,40000000,288467645,119,6.9,339000,2005
4655,132000000,603873119,116,6.5,424000,2005
4656,130000000,218122627,144,7.2,272000,2005
4657,100000000,230884728,121,7,317000,2005
4658,113000000,868390560,140,7.5,729000,2005
4659,207000000,562363449,187,7.2,403000,2005
4660,50000000,104478416,109,6.7,190000,2005
4661,100000000,333535934,106,5.7,316000,2005
4662,35589876,3814717,109,7.4,144000,2005
4663,39000000,40445129,119,7.8,287000,2005
4664,110000000,487287646,120,6.5,461000,2005
4665,126000000,162949164,136,6.8,304000,2005
4666,3000000,18637690,94,6.7,93000,2005
4667,15000000,85638656,124,7.6,209000,2006
4668,4800000,81979826,94,5.9,172000,2006
4669,35000000,86369815,100,6.2,81000,2005
4670,30000000,35294470,109,6.3,75000,2005
4671,75000000,542063846,86,6.9,376000,2005
4672,950000,7022209,104,7.1,156000,2006
4673,25000000,42013878,119,6.5,56000,2005
4674,82000000,191466556,113,6.4,167000,2005
4675,26000000,96258201,85,6.5,115000,2005
4676,40000000,68766121,113,5.4,118000,2005
4677,45000000,92374674,109,6.8,138000,2005
4678,50000000,111069515,104,5.1,76000,2005
4679,80000000,162944923,128,6.4,101000,2005
4680,28000000,186797986,136,7.8,239000,2005
4681,25000000,13411957,107,7.1,53000,2005
4682,70000000,130982129,164,7.5,216000,2006
4683,15000000,15785148,103,7.5,219000,2005
4684,25000000,82468097,129,7.4,135000,2005
4685,56000000,198636868,95,5.6,90000,2005
4686,32000000,61385065,96,7.4,228000,2005
4687,7000000,20901859,107,6.8,95000,2005
4688,70000000,371594210,118,6.6,301000,2005
4689,4000000,866999,101,6.8,22000,2006
4690,40000000,31670620,135,6.9,49000,2005
4691,75000000,262511490,91,6.3,137000,2005
4692,72000000,97076152,125,7,179000,2005
4693,50000000,46117696,110,5.9,74000,2005
4694,4000000,147748505,93,6.6,239000,2005
4695,35589876,7155807,111,6.4,92000,2005
4696,55000000,223387299,98,6.3,155000,2005
4697,30000000,76669554,136,7.3,133000,2005
4698,30000000,68357079,105,5.6,60000,2005
4699,50000000,72617068,122,7.6,300000,2005
4700,65000000,65079104,101,6.2,97000,2005
4701,900000,381420,96,6.2,16000,2006
4702,19000000,107516369,90,6,107000,2005
4703,53000000,95763716,118,5.6,68000,2005
4704,35589876,51024243,96,6.2,109000,2005
4705,45000000,72662923,88,5.5,27000,2005
4706,88000000,108539911,144,8,179000,2005
4707,25000000,123276807,97,6.6,70000,2006
4708,88000000,105316267,118,5.9,118000,2005
4709,130000000,119240351,124,6,94000,2005
4710,40000000,118090836,77,7.3,251000,2005
4711,32000000,89083229,87,6.3,195000,2005
