,budget,gross,runtime,score,votes,Year_Released
636,35589876,78500541,95,6.9,94,1986
637,35589876,78500541,90,5.7,184,1985
638,35589876,2729,89,7.3,67,1986
639,1000000,95000,96,5.1,216,1985
640,35589876,78500541,98,5.1,73,1984
641,35589876,78500541,85,5.1,172,1984
642,35589876,127426,90,6.2,105,1985
643,7500000,38934048,94,6.6,83000,1985
644,19000000,63980721,114,7.8,252000,1985
645,19000000,381906762,116,8.5,1100000,1985
646,6000000,17307019,116,7.3,31000,1985
647,15000000,14643997,94,7.3,88000,1985
648,1000000,51525171,97,7.8,367000,1985
649,17500000,85313124,117,6.7,59000,1985
650,44000000,300400432,96,6.5,159000,1985
651,8000000,48230162,120,7.2,27000,1985
652,24500000,15502112,94,6.4,62000,1986
653,4000000,14237880,91,7.3,56000,1985
654,10000000,37803872,110,6.4,38000,1985
655,15000000,9949953,132,7.9,191000,1985
656,6900000,41410568,115,7.3,55000,1985
657,35589876,33086611,91,6.1,48000,1985
658,8000000,12952019,108,7,31000,1985
659,10000000,57491000,90,6.7,150000,1985
660,12000000,68706993,112,7.4,89000,1985
661,15000000,98467863,154,7.8,81000,1986
662,26000000,32192570,133,7.2,40000,1985
663,30000000,300473716,91,6.9,192000,1985
664,35589876,10297601,97,7.1,42000,1985
665,11500000,4164283,162,8.2,117000,1985
666,20000000,18432000,121,7,44000,1985
667,3000000,21041453,117,7.3,41000,1986
668,17900000,6951415,89,5.1,39000,1985
669,9000000,24922237,106,7.1,63000,1985
670,25000000,9873044,109,6.5,20000,1985
671,6500000,78500541,126,6.7,17000,1985
672,10000000,36230219,107,6.3,129000,1985
673,4500000,10609321,97,7.7,63000,1985
674,30000000,50327960,131,6.3,91000,1985
675,8000000,59612888,98,6.9,49000,1985
676,19000000,12918858,115,4.5,4800,1985
677,3000000,29999213,87,5.5,63000,1985
678,35589876,24689703,87,6.3,15000,1985
679,25000000,11603545,101,6.2,24000,1985
680,6000000,40940662,91,7,50000,1985
681,31000000,227514205,161,7.2,75000,1985
682,3500000,5000000,101,7.1,65000,1985
683,35589876,11528900,100,6.5,15000,1985
684,17000000,49364621,95,6.2,60000,1985
685,22000000,60088980,102,6.4,45000,1985
686,3000000,19444631,93,6.2,24000,1986
687,7600000,55600000,87,5.8,53000,1985
688,44000000,21288692,80,6.4,33000,1985
689,2200000,21930418,92,4.8,35000,1985
690,9000000,7683620,111,7.2,28000,1986
691,900000,2023414,104,7.2,59000,1985
692,20000000,45833132,102,6.5,36000,1985
693,10000000,25754284,109,6.9,13000,1985
694,35589876,3099497,96,6.6,9200,1985
695,4500000,27398584,104,6,22000,1985
696,35589876,6326051,90,6,10000,1985
697,35589876,12993175,107,6.6,8100,1985
698,15000000,40491165,108,6.5,14000,1985
699,40000000,12303411,108,6.9,45000,1985
700,35589876,9369329,112,6.1,4400,1985
701,35589876,19875740,107,5.5,8900,1985
702,25000000,96773200,106,6.1,53000,1985
703,3200000,10000000,94,5.5,14000,1985
704,35589876,331816,82,5.3,7900,1985
705,35589876,113164,100,7.6,31000,1985
706,8000000,7562164,115,6.5,11000,1985
707,4500000,18135531,95,7,20000,1985
708,20000000,42160849,136,6.7,6900,1985
709,35589876,8692426,97,6.5,5900,1985
710,7000000,12361866,95,6.4,25000,1985
711,35589876,17009654,120,7.4,15000,1985
712,35589876,2455535,97,6.9,15000,1986
713,18000000,19739575,109,6.8,20000,1985
714,2400000,16785,92,6.5,2200,1985
715,9000000,20518905,92,4.8,8100,1985
716,24000000,18707466,134,6.9,14000,1985
717,35589876,26657534,130,6.7,23000,1985
718,1000000,2123135,91,6.8,25000,1985
719,35589876,444213,114,8,17000,1987
720,750000,78500541,97,4.3,3400,1986
721,35589876,8622757,90,6.6,6600,1985
722,35589876,4662137,85,5.7,16000,1986
723,35589876,7840873,99,6.3,12000,1985
724,5000000,569996,120,8,10000,1985
725,27000000,14202899,113,6.2,9300,1985
726,7000000,13086298,94,6.3,23000,1985
727,13000000,30867525,107,7,5600,1986
728,35589876,6070794,104,6.9,4100,1985
729,35589876,1420355,113,6.5,5700,1985
730,35589876,9708373,101,7,5600,1985
731,35589876,19632,111,6.5,1800,1986
732,7000000,91666,91,6.7,7500,1985
733,35589876,10806919,101,6.2,7000,1985
734,9000000,16116878,92,5.9,14000,1985
735,12500000,15057465,100,5.2,13000,1985
736,1000000,10499694,95,5.5,14000,1985
737,35589876,24468550,114,6.9,9600,1985
738,35589876,393825,112,5.7,3100,1985
739,12000000,17130087,131,6.8,11000,1985
740,3000000,7196872,93,5,6900,1985
741,1250000,2492088,91,7,5500,1986
742,35589876,3852271,90,6.3,4600,1985
743,15000000,10631333,82,7.7,48000,1985
744,16000000,8645411,92,5.7,15000,1985
745,35589876,8349284,101,7.6,19000,1987
746,35589876,4122748,94,6,5500,1985
747,35589876,78500541,88,6.1,1500,1985
748,35589876,3333306,94,5.3,2200,1985
749,35589876,199108,110,6.1,2900,1985
750,35589876,14100000,91,4.7,1400,1985
751,10000000,17536256,107,5.5,9200,1985
752,28000000,358574,126,5.3,6500,1985
753,35589876,10179000,91,7,8200,1985
754,35589876,390659,104,6.6,14000,1985
755,35589876,10627754,90,5.7,3800,1985
756,35589876,2278264,91,5.3,4000,1986
757,35589876,836156,106,6.1,2400,1986
758,35589876,14972297,95,5.1,3100,1985
759,7000000,20345361,101,6.1,7300,1985
760,3000000,5101,83,5.7,5300,1986
761,35589876,5730596,90,4.4,3900,1985
762,35589876,9085049,115,7.1,4400,1985
763,35589876,1878561,105,4.5,1000,1985
764,35589876,5622787,93,4.8,1400,1985
765,50000000,23717291,107,6.3,12000,1985
766,35589876,8630068,102,6.2,2200,1985
767,10000000,25627836,98,6.6,6900,1985
768,35589876,6090497,88,6.5,2100,1985
769,35589876,849915,86,7.4,2700,1985
770,22000000,8489518,109,5.7,1900,1985
771,13000000,3558669,118,5.3,2900,1985
772,35589876,441137,90,4.5,1800,1985
773,2000000,4116395,87,6.2,6100,1985
774,10000000,6148000,121,6,2800,1985
775,22000000,5111099,114,5.3,2100,1985
776,35589876,7491903,108,7.5,4300,1986
777,2410000,10755447,100,5.3,7900,1985
778,5000000,981817,91,5.7,4200,1985
779,7000000,4349446,103,6.1,3800,1985
780,35589876,3594997,102,6,3700,1985
781,35589876,69832,112,7.8,8800,1985
782,3000000,11052713,97,6.5,2900,1985
783,2000000,7660857,100,7.3,2600,1985
784,35589876,1918117,99,6.1,2300,1985
785,35589876,5349607,107,6.2,3000,1985
786,35589876,35336,119,7.7,2500,1985
787,35589876,34751,136,7.8,9000,1985
788,35589876,1304192,96,5.5,1200,1985
789,15000000,3360800,100,6.5,2100,1985
790,35589876,2564278,98,5.4,993,1985
791,35589876,1057064,88,4.5,1800,1985
792,2000000,22934622,77,5.7,5200,1985
793,35589876,385687,104,6.4,404,1985
794,35589876,220038,98,5.6,1600,1986
795,8000000,8402424,111,6.5,1000,1985
796,35589876,2174622,96,6.7,2500,1985
797,35589876,1256862,115,6.1,2300,1986
798,35589876,13677222,89,6.5,3400,1985
799,35589876,78500541,88,5.8,610,1986
800,7000000,29815,109,5.4,1200,1985
801,35589876,421201,90,6.2,511,1987
802,7000000,618847,96,4.1,243,1985
803,35589876,147070,93,6.1,1100,1985
804,35589876,3393807,90,5.4,1400,1986
805,35589876,305102,114,7,1400,1985
806,35589876,1215923,94,6.8,1500,1985
807,35589876,750000,96,6.5,2100,1986
808,35589876,2685453,98,4.6,1200,1985
809,35589876,1299985,102,6.8,1400,1985
810,35589876,12531831,99,5.9,953,1985
811,35589876,4889971,85,6.9,1100,1985
812,5000000,78500541,98,6,1100,1985
813,35589876,2052466,106,6.6,3400,1986
814,35589876,78500541,97,5.1,386,1986
815,2000000,2864844,92,4.1,434,1985
816,35589876,78500541,112,7.6,804,1985
817,35589876,1381091,87,5.2,487,1985
818,35589876,78500541,112,6.9,1300,1986
819,35589876,561548,95,5.9,934,1985
820,35589876,2357,144,7.5,2800,1985
821,35589876,78500541,90,5,301,1986
822,35589876,2507995,112,6.7,861,1985
823,35589876,372438,80,4.2,468,1988
824,35589876,345280,87,4.7,760,1986
825,35589876,78500541,88,6.1,122,1985
826,35589876,2156772,97,6.9,726,1986
827,35589876,78500541,104,6.4,701,1985
828,35589876,78500541,83,5.3,128,1985
829,35589876,78500541,90,4.8,134,1985
830,35589876,78500541,97,5.1,351,1987
831,35589876,542420,119,6.6,545,1985
832,35589876,78500541,95,6.8,214,1986
833,35589876,202428,84,6.3,155,1985
834,35589876,6565359,72,6.9,207,1985
835,35589876,78500541,101,6.6,192,1985
836,35589876,78500541,130,6.5,339,1985
837,35589876,78500541,90,6.6,91,1986
838,35589876,78500541,98,4.6,100,1985
839,35589876,78500541,110,6.9,397,1986
840,35589876,78500541,91,6.4,166,1986
841,35589876,78500541,91,5.4,51,1986
842,35589876,78500541,88,5.6,139,1986
843,15000000,357288178,110,6.9,306000,1986
844,18500000,131060248,137,8.3,668000,1986
845,8000000,52287414,89,8.1,374000,1986
846,6000000,70720215,103,7.8,330000,1986
847,8800000,328203506,97,6.6,96000,1986
848,25000000,13915874,101,7.4,127000,1986
849,16000000,5900712,116,7.1,127000,1986
850,25000000,11100577,99,7.3,128000,1986
851,9000000,40479480,97,6.8,76000,1986
852,6000000,138545632,120,8.1,389000,1987
853,6000000,8618766,120,7.7,186000,1986
854,15000000,8621783,120,7.2,68000,1986
855,37000000,37962774,110,4.7,44000,1986
856,15000000,60629159,96,7.6,165000,1986
857,25000000,38983045,94,7,68000,1986
858,25000000,14302779,117,6.6,28000,1986
859,35589876,115103979,113,6.1,82000,1986
860,1900000,4600000,99,7,17000,1987
861,17000000,6735922,117,6,39000,1986
862,25000000,79817937,94,6,53000,1986
863,25000000,109713132,119,7.3,81000,1986
864,15000000,40697761,98,6.7,58000,1986
865,12000000,17768900,125,5.6,19000,1986
866,35589876,7153487,130,7.7,104000,1986
867,2700000,3500000,93,6,15000,1986
868,13800000,52293982,119,7,77000,1986
869,6000000,28607524,114,7.5,44000,1987
870,15000000,42724017,130,6.9,41000,1986
871,9000000,18564613,90,6.9,45000,1986
872,25000000,49042224,87,5.8,69000,1986
873,18000000,41488348,103,6.4,34000,1986
874,24500000,17502499,125,7.4,57000,1986
875,35589876,1777378,93,6.6,780,1987
876,35589876,15448384,110,6.2,13000,1986
877,25000000,39246734,104,6.5,70000,1986
878,10000000,7433663,98,5.5,31000,1986
879,6000000,8200000,100,6.9,15000,1986
880,3000000,19472057,86,6,40000,1986
881,10000000,54999651,91,6.4,54000,1986
882,11000000,91258000,96,6.6,29000,1986
883,35589876,2016851,185,7.4,19000,1986
884,8500000,38702310,113,6.2,15000,1986
885,2000000,13167232,86,6.1,32000,1986
886,4700000,8025872,101,5.6,29000,1986
887,35589876,24159872,117,5.5,14000,1986
888,35589876,13431806,93,6.4,14000,1986
889,4500000,1261000,85,6.7,24000,1986
890,4000000,2850707,112,7,30000,1986
891,111000,609939,83,7,33000,1990
892,35589876,5794184,104,7.3,14000,1986
893,35589876,43579163,83,5.4,43000,1986
894,5000000,591366,88,6.8,22000,1986
895,35589876,167292,149,8.1,26000,1986
896,6000000,5844868,97,7.2,45000,1986
897,35589876,2015882,91,6.9,5600,1986
898,35589876,84542002,80,6.9,50000,1986
899,18000000,9697739,107,5.7,13000,1986
900,8500000,16209459,106,5.6,32000,1986
901,6400000,40084041,107,7.9,68000,1986
902,14000000,38625550,74,7.2,46000,1986
903,13000000,71624879,93,6.9,27000,1986
904,6000000,5860601,84,7.3,38000,1986
905,35589876,26285544,106,6.1,12000,1986
906,1100000,5450815,82,4.5,9500,1986
907,6500000,2347000,111,7,15000,1986
908,35589876,7177431,114,6.5,5600,1986
909,7000000,8362969,114,6.9,17000,1986
910,20000000,25314189,108,6.1,10000,1986
911,35589876,5839031,99,7.1,15000,1986
912,15000000,1953732,98,5.4,6200,1986
913,175000,7137502,84,6.8,13000,1986
914,35589876,38500726,107,6.5,12000,1986
915,18000000,1305114,115,5.8,4700,1986
916,35589876,27820000,104,5.3,7800,1986
917,1100000,1504286,107,7.7,49000,1986
918,19000000,40996665,91,5.7,26000,1986
919,35589876,58731,105,7.3,7500,1986
920,35589876,14481606,93,5.4,14000,1986
921,13000000,3751699,99,4.6,9000,1987
922,35589876,13299749,76,7,11000,1989
923,35589876,5478,93,6.6,5500,1986
924,10500000,31853080,119,7.2,15000,1986
925,12000000,4884663,100,5.6,8200,1986
926,35589876,286126,110,7,11000,1986
927,14000000,62134225,103,6.2,16000,1986
928,5000000,12947763,89,6.2,15000,1986
929,8500000,17685307,102,6.5,12000,1987
930,40000000,1641825,121,6.1,8100,1986
931,14000000,12303904,106,5.7,7000,1986
932,8500000,277646,136,7.1,6300,1986
933,15000000,12308521,96,5.1,5900,1986
934,35589876,3940542,113,8,21000,1987
935,35589876,916172,87,5.7,7400,1987
936,12000000,15945534,88,5.7,11000,1986
937,10000000,20603715,109,6.7,18000,1986
938,10000000,4711220,105,3.9,5600,1986
939,35589876,78500541,117,5.8,3100,1987
940,13000000,8475466,100,5.7,5500,1986
941,25000000,1579260,94,4.8,4100,1986
942,18000000,3900000,117,6.2,5600,1986
943,35589876,6797218,98,5.8,6200,1986
944,35589876,78500541,92,5.2,976,1987
945,35589876,29844101,105,5.9,19000,1986
946,35589876,4636169,103,6.5,1500,1986
947,18000000,36611610,111,6.3,12000,1986
948,35589876,2545459,89,7.2,6100,1986
949,35589876,5274,84,7.7,10000,1988
950,6000000,9947631,100,6,5100,1986
951,35589876,8988731,91,5.6,6900,1986
952,35589876,4940939,120,8,24000,1987
953,35589876,2510433,94,5.4,2200,1986
954,8700000,4865912,109,6.2,2800,1986
955,3300000,4941117,93,5.9,5100,1986
956,35589876,32324557,118,5.9,6600,1986
957,35589876,320256,85,5.7,6600,1986
958,35589876,7634909,105,5.7,4500,1986
959,35589876,5186646,110,6.4,5400,1986
960,35589876,6637565,100,5.5,5400,1986
961,35589876,13418091,89,6.3,3500,1986
962,35589876,2556361,101,4.7,790,1986
963,13000000,8033397,82,5.7,6900,1986
964,35589876,63137,99,7.7,7700,1986
965,10000000,21458229,104,6.2,6800,1986
966,35589876,4601256,96,4.9,1900,1986
967,12000000,7817314,104,6,6800,1986
968,8000000,11949484,105,5.1,6300,1986
969,35589876,604849,84,5.8,1300,1986
970,2000000,7369373,98,5.7,6600,1987
971,35589876,1476356,96,6.6,12000,1986
972,40000000,93151591,116,6,10000,1986
973,35589876,1720450,103,5.9,2800,1986
974,14000000,18034150,97,6.4,1600,1986
975,35589876,7555000,106,6,4700,1987
976,35589876,4845724,102,4.8,1400,1986
977,15000000,25147055,103,6,6200,1986
978,20000000,22905522,105,6.4,3800,1987
979,35589876,10090429,100,5,3200,1986
980,35589876,78500541,85,7.1,2100,1986
981,35589876,2147228,96,3.5,2200,1987
982,35589876,546904,114,5.8,1400,1987
983,35589876,930211,108,5.6,3200,1986
984,35589876,2750741,93,4.7,1800,1986
985,4000000,4679650,104,5.8,2600,1986
986,17000000,2793214,101,5.6,1900,1987
987,35589876,14205021,106,5.8,2600,1986
988,35589876,78500541,91,5.1,1800,1986
989,35589876,5099316,93,5.4,1400,1986
990,35589876,5715174,109,5.7,3100,1987
991,17000000,2315683,97,3.2,5000,1986
992,16000000,3800000,111,5.7,2700,1986
993,35589876,6029824,90,4.7,1400,1986
994,35589876,140980,102,5.2,1200,1986
995,35589876,4781448,97,5.6,1900,1986
996,35589876,78500541,108,5.7,2800,1988
997,35589876,1131399,90,5.4,2500,1986
998,35589876,278623,98,5.9,2300,1986
999,35589876,1915792,101,7.2,8000,1986
1000,35589876,78068,88,3.2,1100,1986
1001,35589876,275000,100,5.3,1100,1986
1002,18000000,11957943,108,6.8,3400,1986
1003,35589876,78500541,89,5.4,565,1986
1004,35589876,277405,86,5.6,454,1986
1005,35589876,837623,125,7.3,4900,1986
1006,35589876,3272593,133,7.4,4700,1986
1007,10000000,4743287,88,5.9,906,1986
1008,35589876,78500541,90,7.2,2800,1986
1009,35589876,78500541,88,5.9,783,1986
1010,25000000,4007250,127,5.6,1600,1986
1011,35589876,5958456,86,6,2500,1986
1012,35589876,2669366,102,4.2,616,1986
1013,35589876,441863,96,7.6,2100,1987
1014,35589876,1943751,105,5.2,879,1986
1015,35589876,3136701,97,5.2,543,1986
1016,10000000,6947787,83,4.4,1100,1986
1017,35589876,4079895,102,6,1400,1986
1018,18000000,2295500,105,4.6,258,1986
1019,35589876,925952,84,7,2700,1986
1020,35589876,502237,104,4.9,503,1986
1021,35589876,2390525,95,5.6,1200,1986
1022,35589876,1500000,100,6.2,2000,1987
1023,35589876,8540346,76,5.5,2200,1986
1024,35589876,601451,87,4.8,153,1986
1025,3401376,3388020,95,4.1,1900,1986
1026,35589876,416393,105,6.6,937,1986
1027,35589876,1254040,101,5.7,818,1986
1028,600000,78500541,105,7.7,3800,1987
1029,35589876,781727,89,7.2,1000,1986
1030,35589876,78500541,98,6.7,377,1986
1031,35589876,6408791,110,5.9,735,1986
1032,35589876,583800,90,6,367,1986
1033,35589876,2497233,90,5,533,1986
1034,1500000,78500541,86,5,592,1986
1035,35589876,8736,107,6.8,840,1987
1036,35589876,2995527,90,5.3,453,1986
1037,2000000,1301121,111,5.8,525,1986
1038,35589876,512403,144,7.2,3100,1986
1039,35589876,563358,107,5.5,754,1986
1040,35589876,78500541,90,3.7,922,1987
1041,35589876,78500541,90,4,437,1986
1042,35589876,78500541,102,5.9,675,1986
1043,16000000,30902642,98,8.1,402000,1987
1044,35589876,32388898,97,7.3,128000,1987
1045,30000000,46357676,116,8.3,691000,1987
1046,15000000,98268458,107,7.8,381000,1987
1047,13000000,53424681,102,7.5,240000,1987
1048,6000000,214577242,100,7,211000,1987
1049,7000000,34368475,102,6.9,40000,1987
1050,25000000,76270454,119,7.9,289000,1987
1051,22700000,38119483,96,7.1,176000,1987
1052,6000000,29180280,94,7.3,130000,1987
1053,15000000,120207127,109,7.6,243000,1987
1054,5000000,3369307,94,7,35000,1988
1055,6000000,42721196,90,5.9,30000,1987
1056,22000000,17336370,106,5.4,38000,1987
1057,14000000,320145693,119,6.9,79000,1987
1058,35589876,14575193,94,7,108000,1987
1059,35000000,22238696,153,7.7,119000,1987
1060,15000000,35509515,114,7.1,37000,1987
1061,22000000,63766510,118,6.6,65000,1987
1062,35589876,18553948,95,7.1,29000,1987
1063,27000000,38122105,101,6.7,144000,1987
1064,10500000,25205460,102,6.4,9000,1987
1065,17000000,17186348,113,7.3,83000,1987
1066,15000000,80642217,102,7.1,53000,1988
1067,23000000,51881013,89,3,42000,1987
1068,15000000,43848069,126,7.4,147000,1987
1069,13000000,123922370,121,7.3,131000,1988
1070,4500000,44793222,96,6.6,73000,1987
1071,30000000,49530280,93,7.6,128000,1987
1072,35589876,31623833,94,6.8,34000,1987
1073,22000000,26713187,112,6.9,55000,1987
1074,28000000,299965036,100,6.5,111000,1987
1075,17000000,15681020,90,3.7,44000,1987
1076,12000000,110996879,111,6.5,31000,1987
1077,35589876,1628359,107,7.6,41000,1987
1078,3600000,5923798,84,7.7,152000,1987
1079,35589876,35659098,97,6.6,18000,1987
1080,27000000,25893810,120,6.8,56000,1987
1081,40000000,51186259,130,6.7,91000,1987
1082,25000000,16057580,93,5.8,51000,1987
1083,35589876,43993869,163,7.7,97000,1988
1084,35589876,12396383,98,6.4,19000,1987
1085,11000000,167780960,102,6.1,50000,1987
1086,6500000,54215416,108,6.9,30000,1987
1087,35589876,30063289,88,5.1,14000,1987
1088,12000000,3769990,79,7,30000,1987
1089,3000000,14182492,102,6.7,39000,1987
1090,35589876,3404057,128,8,67000,1988
1091,35589876,2642567,140,7.7,17000,1987
1092,20000000,67331309,133,7.2,28000,1987
1093,10000000,49998613,110,6,32000,1987
1094,3500000,14000000,92,6.1,23000,1987
1095,35589876,28061343,88,5,41000,1987
1096,35589876,2488740,89,6.8,14000,1987
1097,35589876,174380,89,6.1,3300,1988
1098,35589876,15151736,93,5.7,9500,1987
1099,25000000,65088797,106,6.7,32000,1987
1100,12000000,40050884,107,6.6,42000,1987
1101,20000000,66673516,106,6,33000,1987
1102,14000000,57915972,88,6.3,35000,1987
1103,35589876,548696,85,6.2,10000,1987
1104,3000000,7888703,95,3.4,11000,1987
1105,35589876,26712476,110,6.3,14000,1987
1106,35589876,1083486,100,7.5,9500,1987
1107,35589876,13539458,85,6.1,16000,1987
1108,3500000,23509382,92,5.5,11000,1987
1109,35589876,1028679,90,5.8,2600,1987
1110,35589876,13839404,110,6.7,24000,1987
1111,10000000,78500541,99,5.6,9100,1988
1112,5000000,9747988,97,7,18000,1987
1113,8300000,12640385,112,6.4,5100,1987
1114,3000000,3221568,100,7.2,19000,1987
1115,3000000,9868521,93,5.5,3300,1987
1116,18000000,39337581,95,6,21000,1987
1117,35589876,4575613,104,8,32000,1988
1118,35589876,124167,93,6.5,3600,1987
1119,35589876,10021120,113,7.3,13000,1988
1120,8000000,2877571,106,6.1,4400,1987
1121,55000000,14375181,107,4.5,11000,1987
1122,5000000,858250,110,4.8,1300,1987
1123,35589876,65673233,117,6.6,24000,1987
1124,35589876,4637920,103,7.8,19000,1988
1125,1000000,1576615,100,2.6,7600,1987
1126,16000000,14792779,88,7.5,32000,1987
1127,35589876,3731829,95,7.4,13000,1988
1128,18000000,21589395,108,6.1,10000,1987
